,MAN,WOMAN,associated_word
0,0.1967635154724121,0.15681932866573334,man
1,0.1805240511894226,0.20088209211826324,woman
2,0.12690865993499756,0.11139677464962006,man
3,0.1351577788591385,0.11952278017997742,man
4,0.09598170965909958,0.11696557700634003,woman
5,0.15506501495838165,0.17465712130069733,woman
6,0.08653903752565384,0.11648322641849518,woman
7,0.10682220011949539,0.10309171676635742,man
8,0.13040438294410706,0.1371387541294098,woman
9,0.03457784652709961,0.06989675760269165,woman
10,0.0686466246843338,0.1027718335390091,woman
11,0.10261046141386032,0.08814208209514618,man
12,-0.02254289761185646,-0.0019156791968271136,woman
13,-0.027939941734075546,0.004592535551637411,woman
14,0.059542201459407806,0.10617345571517944,woman
15,0.059542201459407806,0.10617345571517944,woman
16,0.059542201459407806,0.10617345571517944,woman
17,0.1679789423942566,0.21581055223941803,woman
18,0.06293509900569916,0.05335100740194321,man
19,0.16533415019512177,0.2101927250623703,woman
20,0.10485893487930298,0.13597552478313446,woman
21,0.1798465996980667,0.1823110431432724,woman
22,0.1385984867811203,0.12117613106966019,man
23,0.17004737257957458,0.15095733106136322,man
24,0.19809603691101074,0.18067753314971924,man
25,0.19809603691101074,0.18067753314971924,man
26,0.06562896072864532,0.09275514632463455,woman
27,0.24329467117786407,0.21696624159812927,man
28,0.21290148794651031,0.20570404827594757,man
29,0.19809603691101074,0.18067753314971924,man
30,0.19809603691101074,0.18067753314971924,man
31,0.22657203674316406,0.22112025320529938,man
32,0.18727421760559082,0.17469479143619537,man
33,0.18727421760559082,0.17469479143619537,man
34,0.17975856363773346,0.14908695220947266,man
35,0.15370744466781616,0.2237715721130371,woman
36,0.15370744466781616,0.2237715721130371,woman
37,0.16134557127952576,0.17911377549171448,woman
38,0.18772131204605103,0.22833800315856934,woman
39,0.1080390214920044,0.17597928643226624,woman
40,0.09960810840129852,0.14632762968540192,woman
41,0.2672111392021179,0.22601790726184845,man
42,0.1506662517786026,0.21171213686466217,woman
43,0.1872597187757492,0.23212096095085144,woman
44,0.15207888185977936,0.14720496535301208,man
45,0.09960561245679855,0.1432643085718155,woman
46,0.07613502442836761,0.15058422088623047,woman
47,0.07613502442836761,0.15058422088623047,woman
48,0.15371635556221008,0.17222656309604645,woman
49,0.15371635556221008,0.17222656309604645,woman
50,0.10996514558792114,0.08220060169696808,man
51,0.2455797642469406,0.1722344160079956,man
52,0.2455797642469406,0.1722344160079956,man
53,0.12644483149051666,0.08551820367574692,man
54,0.1310209482908249,0.15616866946220398,woman
55,0.1310209482908249,0.15616866946220398,woman
56,0.14356641471385956,0.1916421502828598,woman
57,0.1470838040113449,0.11125437170267105,man
58,0.16152146458625793,0.16818848252296448,woman
59,0.16152146458625793,0.16818848252296448,woman
60,0.2786274552345276,0.2040165215730667,man
61,0.2786274552345276,0.2040165215730667,man
62,0.15359070897102356,0.15258747339248657,man
63,0.16112032532691956,0.2144617885351181,woman
64,0.18697281181812286,0.220392644405365,woman
65,0.09228553622961044,0.04710082337260246,man
66,0.20101048052310944,0.19763444364070892,man
67,0.21290148794651031,0.20570404827594757,man
68,0.19320015609264374,0.17813999950885773,man
69,0.12803493440151215,0.11437398195266724,man
70,0.19320015609264374,0.17813999950885773,man
71,0.1750851720571518,0.16019314527511597,man
72,0.17111928761005402,0.2174653857946396,woman
73,0.10383430123329163,0.13465896248817444,woman
74,0.09948167949914932,0.11126852035522461,woman
75,0.09529223293066025,0.16735850274562836,woman
76,0.3448513448238373,0.21222595870494843,man
77,0.1579601913690567,0.21159183979034424,woman
78,0.2258152812719345,0.2704092860221863,woman
79,0.14933998882770538,0.2580564618110657,woman
80,0.13474270701408386,0.16244295239448547,woman
81,0.13474270701408386,0.16244295239448547,woman
82,0.1244528740644455,0.1386585235595703,woman
83,0.17090459167957306,0.25435349345207214,woman
84,0.17090459167957306,0.25435349345207214,woman
85,0.1549099087715149,0.1736472100019455,woman
86,0.1549099087715149,0.1736472100019455,woman
87,0.1161046102643013,0.12954425811767578,woman
88,0.1161046102643013,0.12954425811767578,woman
89,0.19666695594787598,0.14786294102668762,man
90,0.13557355105876923,0.21865007281303406,woman
91,0.1763768345117569,0.16465294361114502,man
92,0.18440857529640198,0.15075606107711792,man
93,0.18440857529640198,0.15075606107711792,man
94,0.08367908746004105,0.12107968330383301,woman
95,0.08367908746004105,0.12107968330383301,woman
96,0.21057415008544922,0.1895839124917984,man
97,0.21057415008544922,0.1895839124917984,man
98,0.19870583713054657,0.1570654660463333,man
99,0.19870583713054657,0.1570654660463333,man
100,0.13354860246181488,0.18738992512226105,woman
101,0.127730131149292,0.15424636006355286,woman
102,0.1630418747663498,0.10258237272500992,man
103,0.1630418747663498,0.10258237272500992,man
104,0.1630418747663498,0.10258237272500992,man
105,0.1630418747663498,0.10258237272500992,man
106,0.13747680187225342,0.1341322362422943,man
107,0.13747680187225342,0.1341322362422943,man
108,0.13747680187225342,0.1341322362422943,man
109,0.04205235466361046,0.0654217079281807,woman
110,0.20826639235019684,0.19921500980854034,man
111,0.1630418747663498,0.10258237272500992,man
112,0.22282806038856506,0.2591765522956848,woman
113,0.22282806038856506,0.2591765522956848,woman
114,0.16965432465076447,0.16174811124801636,man
115,0.22282806038856506,0.2591765522956848,woman
116,0.22282806038856506,0.2591765522956848,woman
117,0.11759741604328156,0.14667744934558868,woman
118,0.043700430542230606,0.05820534750819206,woman
119,0.043700430542230606,0.05820534750819206,woman
120,0.19803549349308014,0.20709769427776337,woman
121,0.19803549349308014,0.20709769427776337,woman
122,0.20064900815486908,0.18670427799224854,man
123,0.16319020092487335,0.24283510446548462,woman
124,0.04651198908686638,0.04781689867377281,woman
125,0.16319020092487335,0.24283510446548462,woman
126,0.15010938048362732,0.1445881724357605,man
127,0.12303901463747025,0.14992283284664154,woman
128,0.036569993942976,0.045953042805194855,woman
129,0.2694109082221985,0.24047166109085083,man
130,0.15286517143249512,0.09766263514757156,man
131,0.1793552041053772,0.17742225527763367,man
132,0.22789056599140167,0.16942617297172546,man
133,0.22789056599140167,0.16942617297172546,man
134,0.05398235470056534,0.08723649382591248,woman
135,0.05398235470056534,0.08723649382591248,woman
136,0.20934805274009705,0.15003053843975067,man
137,0.15350152552127838,0.14964713156223297,man
138,0.2852875888347626,0.18082553148269653,man
139,0.20237410068511963,0.23120194673538208,woman
140,0.10591267049312592,0.1421286165714264,woman
141,0.1696849912405014,0.1717572659254074,woman
142,0.1283511519432068,0.11303400993347168,man
143,0.1283511519432068,0.11303400993347168,man
144,0.1937091052532196,0.20093578100204468,woman
145,0.23243314027786255,0.24381545186042786,woman
146,0.09711993485689163,0.036834463477134705,man
147,0.15338945388793945,0.21447476744651794,woman
148,0.1793079525232315,0.20186549425125122,woman
149,0.1793079525232315,0.20186549425125122,woman
150,0.2603503465652466,0.22790977358818054,man
151,0.23108825087547302,0.13399730622768402,man
152,0.3244759440422058,0.17943188548088074,man
153,0.3244759440422058,0.17943188548088074,man
154,0.16775549948215485,0.16878558695316315,woman
155,0.16775549948215485,0.16878558695316315,woman
156,0.1006954088807106,0.0868937075138092,man
157,0.12723326683044434,0.1303044855594635,woman
158,0.08845725655555725,0.06216157227754593,man
159,0.13429807126522064,0.15080523490905762,woman
160,0.12723326683044434,0.1303044855594635,woman
161,0.2109825313091278,0.2011895477771759,man
162,0.14285200834274292,0.18406063318252563,woman
163,0.14285200834274292,0.18406063318252563,woman
164,0.15945786237716675,0.17545968294143677,woman
165,0.18528571724891663,0.21143051981925964,woman
166,0.12072981148958206,0.11296316236257553,man
167,0.12072981148958206,0.11296316236257553,man
168,0.15966947376728058,0.17235592007637024,woman
169,0.24550499022006989,0.18161197006702423,man
170,0.18070362508296967,0.19216158986091614,woman
171,0.02963387966156006,0.0728847086429596,woman
172,0.21503141522407532,0.202113538980484,man
173,0.10300977528095245,0.19157575070858002,woman
174,0.18070362508296967,0.19216158986091614,woman
175,0.10300977528095245,0.19157575070858002,woman
176,0.13692054152488708,0.12660062313079834,man
177,0.190582275390625,0.2298406958580017,woman
178,0.1769794225692749,0.24670705199241638,woman
179,0.1928592026233673,0.1468062400817871,man
180,0.12274079769849777,0.12030856311321259,man
181,0.1989024579524994,0.15468214452266693,man
182,0.19631357491016388,0.13662579655647278,man
183,0.17693781852722168,0.1662742793560028,man
184,0.2591962516307831,0.21317099034786224,man
185,0.1750851720571518,0.16019314527511597,man
186,0.15255314111709595,0.16972538828849792,woman
187,0.21354568004608154,0.2655835747718811,woman
188,0.16279812157154083,0.16337625682353973,woman
189,0.16279812157154083,0.16337625682353973,woman
190,0.26078352332115173,0.405921995639801,woman
191,0.16365589201450348,0.16045792400836945,man
192,0.1507810801267624,0.20963288843631744,woman
193,0.1679789423942566,0.21581055223941803,woman
194,0.19191618263721466,0.19159257411956787,man
195,0.1469660997390747,0.2242935597896576,woman
196,0.16754421591758728,0.19886189699172974,woman
197,0.14568623900413513,0.19638201594352722,woman
198,0.08921954780817032,0.06808719784021378,man
199,0.058314647525548935,0.08801259100437164,woman
200,0.1544429063796997,0.1521451473236084,man
201,0.20037426054477692,0.17078685760498047,man
202,0.1660485416650772,0.15866602957248688,man
203,0.1581142544746399,0.16749858856201172,woman
204,0.17057932913303375,0.17828883230686188,woman
205,0.1581142544746399,0.16749858856201172,woman
206,0.24677875638008118,0.1881214827299118,man
207,0.11765360832214355,0.12347552180290222,woman
208,0.034653302282094955,0.07486683875322342,woman
209,0.06678664684295654,0.09812319278717041,woman
210,0.1403169333934784,0.21053051948547363,woman
211,0.1403169333934784,0.21053051948547363,woman
212,0.06678664684295654,0.09812319278717041,woman
213,0.06678664684295654,0.09812319278717041,woman
214,0.17090459167957306,0.25435349345207214,woman
